parcel_feature_id,hex_id,hc_cluster,algo_classification,mistral7b_classification,phi4_classification
a542f79d-0e34-4c04-8b1a-d9d1f2da4475,8a2a8ad48407fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
a5d136af-3b79-41a5-91fd-921aeee13b96,8a2a8ac64237fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
a62eb0ee-ed62-4b54-948f-46821f01bcee,8a2a8a892037fff,0,Commercial (Vacant),Commercial,Commercial
a7c4dfad-f9b1-4e61-8e21-b352af4735c8,8a2a8ad48447fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
a9fc5117-f3f7-43b3-81ad-c2622020f3b6,8a2a8a892507fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
ad0b4046-dd51-4f92-8ac6-9223a4ccd778,8a2a8ac6466ffff,0,Single-Family Residential,Multi-Family Residential,Single-Family Residential
b09dd8b2-9ca2-410d-98cf-1872eabc4db1,8a2a8ad48097fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
b10a5e90-0020-44f5-86af-e80844aa9f21,8a2a8ac65a2ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
b291b9f4-9c31-4051-b86f-86927bdaf3e8,8a2a8ac64167fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
b31a03ad-a834-4a1e-9977-b02fa1ef9201,8a2a8ac64a57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
b5df2620-2d2d-4e66-9c85-5da13502ee1c,8a2a8ac64167fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
bd7a9d15-d7ee-4da9-b304-738512f7e978,8a2a8ad4aa67fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
bf3f5d7c-31c2-4fdc-a53f-3effa74d2a18,8a2a8a892037fff,0,Commercial,Commercial,Commercial
c029d23b-63ca-4bdc-8808-008f5a2f45ce,8a2a8ad4aa67fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
c15b3aa9-a67a-43cd-a9a6-16c6ac3c29ee,8a2a8ac658effff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
c250617b-a43b-4424-b09b-2f7bf5b94016,8a2a8ac646b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
c7774210-176a-4b20-9a24-4d8a46fa668f,8a2a8ac6008ffff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
d4a2032c-ec6c-49b4-868f-2436ff1cb580,8a2a8ac6cb4ffff,0,Industrial,Industrial,Institutional
d4a2032c-ec6c-49b4-868f-2436ff1cb580,8a2a8ac6cb47fff,0,Industrial,Industrial,Institutional
c861ef12-8228-4ec9-ab2a-1bfe50f721e4,8a2a8a892817fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
ca61f464-cab9-42c9-9463-ffa4bacd1d24,8a2a8ad4b097fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
caf0b8c0-bc7d-436f-ab40-cfe0945071bd,8a2a8ad4b64ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
cb1b6ec5-eae7-4b86-98a5-701fff6107c8,8a2a8ad59b4ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
cbccf540-3cb5-4897-8fed-fa6f0e678307,8a2a8ac6408ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
d4fa7d22-2421-4d06-a4b4-b95f23e0042f,8a2a8a89666ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
d5828028-26d1-41d4-933e-48016419c27a,8a2a8ac65827fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
d86693b7-dc65-4e49-bd77-ed5f2c729c39,8a2a8ad4b997fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
d86693b7-dc65-4e49-bd77-ed5f2c729c39,8a2a8ad4b9b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
ddaeaef0-1059-45b7-bd56-5229392ddf65,8a2a8ac64167fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
e0fc0af9-db09-4ab0-b35b-065fa105f2f4,8a2a8ac6466ffff,0,Single-Family Residential,Multi-Family Residential,Single-Family Residential
e24a7661-0398-4dae-b853-bcfcaf132c16,8a2a8ac6008ffff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
e4d1d89e-d16d-4856-acc0-00f6422207da,8a2a8a892517fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
e74494fb-73b3-45a0-a284-9a15772c2677,8a2a8ac6dd0ffff,0,Commercial (Vacant),Commercial,Mixed Use
e910624f-ea78-4e11-9137-52c95efef534,8a2a8ac65b1ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
e973d138-0609-4b55-8d97-77db29a962e9,8a2a8ac64167fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
e9a9e2c0-cd6c-4b2d-a852-545ab59f7935,8a2a8ac65d2ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
ebd9215c-8586-4f00-97b4-f9d353ef9301,8a2a8ac6c75ffff,0,Commercial (Vacant),Commercial,Commercial
ee4c8412-55ef-4e4d-aee1-4b85478edcf6,8a2a8ad4b9b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
f08ad14b-a76f-4068-8de0-121cbd69ea48,8a2a8a8966e7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
f1b44ee1-59b3-46f0-9e52-094f58aa3e73,8a2a8ac6466ffff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
f31009ab-ddf0-454a-9ac5-9bd73f1e2a0e,8a2a8ac6008ffff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
f43dd549-c0d7-47f3-af4b-e2f2240be89f,8a2a8ad4bd97fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
f609aaff-7ad7-4bf4-930b-c4d74aa351e8,8a2a8ac64717fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
f9c84c05-11f3-40a9-8553-8cb394e3d615,8a2a8ac664cffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
fca2c602-4d29-4bac-8d72-2b593b26342b,8a2a8ac64a6ffff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
84c73cb6-1be9-440d-99e6-1398203e51cf,8a2a8a8927a7fff,0,Institutional (Vacant),Institutional,Institutional
9c8a4f5a-5218-4917-bc01-f69635e7efb1,8a2a8ad4aad7fff,0,Government/Public (Vacant),Government/Public,Government/Public
7729a130-d3b0-4329-8973-6b46ef068b0c,8a2a8ad4e747fff,0,Single-Family Residential (Vacant),Single-Family Residential,Single-Family Residential
7729a130-d3b0-4329-8973-6b46ef068b0c,8a2a8ad4e2b7fff,0,Single-Family Residential (Vacant),Single-Family Residential,Single-Family Residential
2db1abbd-02ec-40f7-88df-5ff24f89672c,8a2a8ac60617fff,0,Commercial (Vacant),Commercial,Commercial
11391f67-ef4d-455a-bf86-fd4bdae4c98a,8a2a8ac60617fff,0,Commercial (Vacant),Commercial,Commercial
fd6ca157-bfb1-4798-bc74-277f9d649277,8a2a8ad48407fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
638d4691-4ae6-43d0-b495-78bebec7934f,8a2a8ac60c47fff,0,Institutional (Vacant),Institutional,Institutional
638d4691-4ae6-43d0-b495-78bebec7934f,8a2a8ac60117fff,0,Institutional (Vacant),Institutional,Institutional
638d4691-4ae6-43d0-b495-78bebec7934f,8a2a8ac608b7fff,0,Institutional (Vacant),Institutional,Institutional
cf5635cd-ef5a-47bc-a874-0990fab74a48,8a2a8ac64a4ffff,0,Single-Family Residential,Commercial,Mixed Use
051de8a5-854c-4639-bd89-9d4b329fe920,8a2a8ac63577fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
ff18a86d-c125-4148-b9c5-c0831837630a,8a2a8ac6466ffff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
083e799b-9715-4ba9-93bd-0756777d1e68,8a2a8ac66417fff,0,Single-Family Residential (Vacant),Single-Family Residential,Single-Family Residential
7ea84e19-25a0-47e4-937c-d70af5b6649d,8a2a8ad4aa67fff,0,Single-Family Residential (Vacant),Unclassified,Mixed Use
f842a819-b963-4f7c-ab43-6f8c5bb8128f,8a2a8ac608b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
3af986a9-1c7e-417d-a173-f09b4528da97,8a2a8ad4b9b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
4176aa65-5336-44e0-8e00-b8a4d1abc205,8a2a8ad4b08ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
3c3144d0-92d1-4c41-aa79-915de478f09b,8a2a8ac64167fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
11d74890-9ab4-45f7-8618-82dbf05f1e01,8a2a8ac65327fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
56920558-bdc6-48a9-93aa-7534a90f9f4e,8a2a8ac6504ffff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
37794e6d-e2f6-468b-98b9-11899971e36c,8a2a8a892cb7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
83367daf-4d9b-4116-9c12-776a107d4393,8a2a8ac65a37fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
93383096-7a15-417b-99a3-37e2fac9f591,8a2a8a892507fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
01d1e164-b1a2-47d7-aeec-21409d3eb405,8a2a8ac65957fff,0,Multi-Family Residential,Multi-Family Residential,Mixed Use
91e1ddef-4217-4ab3-9849-7f9fa90709a2,8a2a8ad484affff,0,Unclassified,Government/Public,Unclassified
9f4b7f46-1bf6-4207-84c6-75df88098a23,8a2a8ac64a87fff,0,Multi-Family Residential (Vacant),Unclassified,Unclassified
d3b55301-f03e-45e4-a516-ffacae45febc,8a2a8ac65c9ffff,0,Institutional (Vacant),Institutional,Institutional
10a76720-caa1-4e3b-95a5-7a54bda1ed7d,8a2a8ad48097fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
1c717181-c969-4611-a545-86b940e8d5b4,8a2a8ad48797fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
23b089d5-f9f5-4732-b1fe-3a4a980768c8,8a2a8ad59067fff,0,Commercial (Vacant),Unclassified,Commercial
2c5e19e2-2486-4c02-864c-dbfefe23aaca,8a2a8ac66b67fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
2c5e19e2-2486-4c02-864c-dbfefe23aaca,8a2a8ac644f7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
2f8d1968-989a-4033-b7e1-874d64a6d04c,8a2a8ac65887fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
8dbb4aaf-c2c4-425e-a49f-0d9daf3d90cb,8a2a8ac66cc7fff,0,Unclassified,Government/Public,Unclassified
4a428974-b344-4778-910f-51b1f7f21cf1,8a2a8ac6464ffff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
4cd6e3a9-bc93-458a-b6c5-e82cf5c33f0e,8a2a8ac6008ffff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
55e0c0a4-3325-439c-8dc8-838f0addedd7,8a2a8ac6466ffff,0,Single-Family Residential,Multi-Family Residential,Single-Family Residential
56c2eec6-73fe-4bb3-a100-5f9cb3079078,8a2a8ad4b9b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
56c2eec6-73fe-4bb3-a100-5f9cb3079078,8a2a8ad486effff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
587cf91d-f577-4443-89c8-80b365c2b550,8a2a8ad4aa67fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
f5e0a1ea-7389-4f17-93f3-9a1e447b929b,8a2a8ac65b6ffff,0,Government/Public (Vacant),Government/Public,Government/Public
5cb8a8e5-f7fa-445d-a419-593103ffbd0e,8a2a8ad4b527fff,0,Single-Family Residential,Single-Family Residential,Mixed Use
64b98d57-3f05-4636-8b3b-ffd756bd5dc8,8a2a8ac65aaffff,0,Commercial,Mixed Use,Mixed Use
64b98d57-3f05-4636-8b3b-ffd756bd5dc8,8a2a8ac65a8ffff,0,Commercial,Mixed Use,Mixed Use
67fc14ef-609e-4d22-99f6-213225f4234c,8a2a8ac64a6ffff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
67fc14ef-609e-4d22-99f6-213225f4234c,8a2a8ac64a4ffff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
7d4de141-32a2-41d3-9024-18bdae7479cb,8a2a8ac64a57fff,0,Multi-Family Residential,Multi-Family Residential,Mixed Use
7e43a8e8-1f1f-4d62-b418-4d0e2b62a12b,8a2a8ac64677fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
7f6d937b-0bec-48ba-918b-fbfa7429f22e,8a2a8ad48797fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
82729697-416b-44d9-9030-3722eba4899e,8a2a8a896497fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
8a84892a-5bb7-4366-872c-52496b033087,8a2a8ac658c7fff,0,Single-Family Residential,Single-Family Residential,Multi-Family Residential
8a84892a-5bb7-4366-872c-52496b033087,8a2a8ac658effff,0,Single-Family Residential,Single-Family Residential,Multi-Family Residential
8eb233e2-74e1-4d1a-8e8d-da285df502ab,8a2a8ac60d97fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
93c7a7ac-f994-4cd9-8a3b-d70533976291,8a2a8ad484d7fff,0,Hotel/Short-Term Rental,Mixed Use,Hotel/Short-Term Rental
99d67e26-c578-4c48-b7bf-6aa866c37122,8a2a8ac64717fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
9b7faa32-7cb5-413b-82e5-950a5b50bb3d,8a2a8ac66a47fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
9f6c8b74-5c00-4af9-afe1-708691c80c07,8a2a8ac646dffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
a1252d3f-693f-464a-b5fd-9d0af6215fdc,8a2a8ac648d7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
a376b953-723f-499f-96d3-534635a7456b,8a2a8ac6585ffff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
a376b953-723f-499f-96d3-534635a7456b,8a2a8ac658effff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
ae263981-1946-45f5-96e4-134feb016ee9,8a2a8ac65a2ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
bb344f63-cd90-4d11-badf-dccd67b85cbf,8a2a8ac66ac7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
6d7dd9d9-d384-40e5-a003-742c7ffbd9c1,8a2a8ac6c8effff,0,Commercial (Vacant),Commercial,Government/Public
c7601728-498b-4d6c-ba7c-956eff33b75e,8a2a8ac608b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
cc22d820-deff-473f-ae9a-ed10976d6220,8a2a8ad48797fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
cee23347-af5a-4cd1-926f-b066f5892103,8a2a8ac6c90ffff,0,Commercial,Commercial,Commercial
d0e31b43-b917-4d1e-9b9a-c72c5442fe7b,8a2a8ac64237fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
de8b8547-229a-4900-8969-65ceb6dd08a1,8a2a8ad4a817fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
de8b8547-229a-4900-8969-65ceb6dd08a1,8a2a8ad4a98ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
e0a46db4-a0bd-4dac-a55e-b079f49939b6,8a2a8ac6466ffff,0,Single-Family Residential,Multi-Family Residential,Single-Family Residential
e3f473cb-c5d6-45dd-833f-c90e73791485,8a2a8ac64677fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
e66b9f3e-8b70-4ed7-a817-0b35d65b6868,8a2a8a892167fff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
e850787d-1432-4ae0-96cf-fafa1429d1a9,8a2a8ac66b4ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
e850787d-1432-4ae0-96cf-fafa1429d1a9,8a2a8ac66a67fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
fe08f3a0-9f71-459d-98df-c1083f22ccb1,8a2a8ad4aa9ffff,0,Agricultural Land,Agricultural Land,Single-Family Residential
02ac6de1-310d-41fc-ae82-7d51c1f6404c,8a2a8ac65d2ffff,0,Single-Family Residential (Vacant),Single-Family Residential,Single-Family Residential
841121db-4d36-4571-9d97-a138f2b6ce89,8a2a8ac6064ffff,0,Unclassified,Unclassified,Unclassified
7cc87ec9-eec0-49d3-a602-8e43e555e228,8a2a8ac65a37fff,0,Single-Family Residential (Vacant),Single-Family Residential,Single-Family Residential
7cc87ec9-eec0-49d3-a602-8e43e555e228,8a2a8ac65a27fff,0,Single-Family Residential (Vacant),Single-Family Residential,Single-Family Residential
4777c73f-0cd1-4cd3-a661-e57b159e2f94,8a2a8ac6535ffff,0,Single-Family Residential (Vacant),Single-Family Residential,Single-Family Residential
bbfe4cc8-4b69-473b-b323-ee53b6c90dd1,8a2a8a8927a7fff,0,Institutional (Vacant),Institutional,Institutional
c7c9be5e-1df3-41ac-a638-995ce2971e39,8a2a8ac65c9ffff,0,Institutional (Vacant),Institutional,Unclassified
38541a44-297c-4f41-8528-e3c10e858cfc,8a2a8ad4b48ffff,0,Multi-Family Residential (Vacant),Unclassified,Residential (unspecified)
7a5417d2-830b-4d8f-8b8a-9d7638d9e6f2,8a2a8ac66baffff,0,Unclassified,Unclassified,Residential (unspecified)
ae78e8c7-0a02-4ae7-b0ed-35ba34c22f9e,8a2a8ac64da7fff,0,Government/Public (Vacant),Government/Public,Government/Public
b3e5eecc-c41e-4fd5-b6be-6259b4b91859,8a2a8ac64167fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
15d752fc-4521-46e4-b18d-a978dc15ac28,8a2a8ad59b4ffff,0,Single-Family Residential (Vacant),Single-Family Residential,Single-Family Residential
bce3d325-7c8c-4e53-8371-fec0c4bc23c7,8a2a8a896297fff,0,Single-Family Residential (Vacant),Single-Family Residential,Single-Family Residential
bce3d325-7c8c-4e53-8371-fec0c4bc23c7,8a2a8a89666ffff,0,Single-Family Residential (Vacant),Single-Family Residential,Single-Family Residential
84d2103d-ee66-4ad6-aa22-de8a32ccdc06,8a2a8ac6650ffff,0,Single-Family Residential (Vacant),Single-Family Residential,Single-Family Residential
84d2103d-ee66-4ad6-aa22-de8a32ccdc06,8a2a8ac66547fff,0,Single-Family Residential (Vacant),Single-Family Residential,Single-Family Residential
84d2103d-ee66-4ad6-aa22-de8a32ccdc06,8a2a8ad5b26ffff,0,Single-Family Residential (Vacant),Single-Family Residential,Single-Family Residential
84d2103d-ee66-4ad6-aa22-de8a32ccdc06,8a2a8ac66527fff,0,Single-Family Residential (Vacant),Single-Family Residential,Single-Family Residential
12dc8838-8e75-4703-b89c-a7e9ccb70304,8a2a8ac66417fff,0,Single-Family Residential (Vacant),Unclassified,Single-Family Residential
6aef2f78-f666-408c-ba37-992ea341d39d,8a2a8ad4aaaffff,0,Agricultural Land (Vacant),Agricultural Land,Agricultural Land
71b63854-2e5d-48a9-a335-da23eea62482,8a2a8ac65b1ffff,0,Single-Family Residential (Vacant),Unclassified,Residential (unspecified)
b463ee81-fc53-4c39-b3eb-d5ba11f309dd,8a2a8ac65a37fff,0,Institutional (Vacant),Institutional,Institutional
2d99a025-4355-4d82-988f-fc0613351fe6,8a2a8a892217fff,0,Government/Public (Vacant),Government/Public,Infrastructure
ad53bc75-661c-4976-84e2-5ad6835b64f3,8a2a8ac65c9ffff,0,Institutional (Vacant),Institutional,Institutional
e61310a9-a751-4893-ac6a-0f1ca8b169c3,8a2a8ad48097fff,0,Single-Family Residential (Vacant),Single-Family Residential,Single-Family Residential
9db70be1-1120-4c78-9f29-8aa9eb610c00,8a2a8ac65827fff,0,Government/Public (Vacant),Government/Public,Government/Public
9db70be1-1120-4c78-9f29-8aa9eb610c00,8a2a8ac65957fff,0,Government/Public (Vacant),Government/Public,Government/Public
f0280e1f-ad62-4dd7-a797-8c04aead6dfe,8a2a8a892527fff,0,Single-Family Residential (Vacant),Single-Family Residential,Single-Family Residential
2037a4c3-fcef-4311-8815-c3069f045b6c,8a2a8ac65887fff,0,Single-Family Residential (Vacant),Single-Family Residential,Single-Family Residential
d44a7e9e-aa94-4471-aeec-ad73b848d773,8a2a8ac60327fff,0,Institutional (Vacant),Institutional,Institutional
d44a7e9e-aa94-4471-aeec-ad73b848d773,8a2a8ac60ad7fff,0,Institutional (Vacant),Institutional,Institutional
7fb9a31a-d419-4190-bbf2-7e5e5c5ae1f8,8a2a8ac65c9ffff,0,Institutional (Vacant),Institutional,Institutional
197f3318-418c-40e0-9a5f-f3f0ea8ab435,8a2a8ac6008ffff,0,Multi-Family Residential (Vacant),Unclassified,Mixed Use
8338fcfe-6f93-426e-a2e0-627d6e421102,8a2a8ac65247fff,0,Single-Family Residential (Vacant),Single-Family Residential,Single-Family Residential
03c581c5-70ee-41b2-8e0d-b0c5fca0dbc8,8a2a8a892cb7fff,0,Single-Family Residential (Vacant),Single-Family Residential,Single-Family Residential
053422b7-ab6d-4331-be20-36acd7ab0367,8a2a8ac64da7fff,0,Single-Family Residential (Vacant),Single-Family Residential,Single-Family Residential
069df76c-4d68-4b40-ab9e-68f72c50cffd,8a2a8ac65c9ffff,0,Institutional (Vacant),Institutional,Institutional
088f6106-64f0-44c1-87bc-343213d68c88,8a2a8ac64797fff,0,Single-Family Residential (Vacant),Single-Family Residential,Single-Family Residential
1751f54b-4166-4a65-8d1f-8d9092b1dccd,8a2a8ac64677fff,0,Multi-Family Residential (Vacant),Unclassified,Mixed Use
28aeed38-4cad-4a03-853d-2b0bb862266d,8a2a8ac65337fff,0,Single-Family Residential (Vacant),Single-Family Residential,Single-Family Residential
